Curation,Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Trait name,Trait class,Trait description,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Entity,Attribute,Trait status,Trait Xref,Method ID,Method name,Method class,Method description,Formula,Method reference,Scale ID,Scale name,Scale class,Decimal places,Lower limit,Upper limit,Scale Xref,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10
,CO_350:0000165,Lodg_E_%,,Evaluation in trials,Pre-harvest,,,"Oat Global, T3",,,EN,Oat,CO_350:0000015,Lodging incidence,Abiotic stress,"Measure of the percentage of the stems of plants in a plot that have been permanently bent, usually as a result of adverse weather.",,Lodg,,Plant,Lodging incidence,,,CO_350:0000016,Lodging incidence observation,Estimation,Visual assessement of the percentage of plants that lodged in a plot.,,,CO_350:0000011,percent,Numerical,2,0,100,,,,,,,,,,,
,CO_350:0000166,Pwinc_E_%,,Characterization in pedigree nurseries and evaluation in trials,Pre-harvest,,,"Oat Global, T3",,,EN,Oat,CO_350:0000099,Powdery mildew incidence,Biotic stress,Percentage of plants in a plot showing symptoms of powdery mildew.,,Pwinc,,Plant,Powdery mildew incidence,,,CO_350:0000082,Disease incidence observation,Estimation,Visual assessment of the percentage of plants in a plot showing symptoms of a specific disease.,,,CO_350:0000011,percent,Numerical,2,0,100,,,,,,,,,,,
,CO_350:0000167,RRInc_E_%,,Characterization in pedigree nurseries and evaluation in trials,Pre-harvest,,,"Oat Global, T3",,,EN,Oat,CO_350:0000102,Root rot incidence,Biotic stress,Percentage of plants in a plot showing symptoms of root rot.,,RRInc,,Root,Root rot incidence,,,CO_350:0000082,Disease incidence observation,Estimation,Visual assessment of the percentage of plants in a plot showing symptoms of a specific disease.,,,CO_350:0000011,percent,Numerical,2,0,100,,,,,,,,,,,
,CO_350:0000168,SmutInc_E_%,,Characterization in pedigree nurseries and evaluation in trials,Pre-harvest,,,"Oat Global, T3",,,EN,Oat,CO_350:0000105,Smut incidence,Biotic stress,Percentage of plants in a plot showing symptoms of smut.,,SmutInc,,Plant,Smut incidence,,,CO_350:0000082,Disease incidence observation,Estimation,Visual assessment of the percentage of plants in a plot showing symptoms of a specific disease.,,,CO_350:0000011,percent,Numerical,2,0,100,,,,,,,,,,,
,CO_350:0000169,Srinc_E_%,,Characterization in pedigree nurseries and evaluation in trials,Pre-harvest,,,"Oat Global, T3",,,EN,Oat,CO_350:0000108,Stem rust incidence,Biotic stress,Percentage of plants in a plot showing symptoms of stem rust.,,Srinc,,Stem,Stem rust incidence,,,CO_350:0000082,Disease incidence observation,Estimation,Visual assessment of the percentage of plants in a plot showing symptoms of a specific disease.,,,CO_350:0000011,percent,Numerical,2,0,100,,,,,,,,,,,
,CO_350:0000170,WS_E_%,,Evaluation in trials,In the spring,,,"Oat Global, T3",,,EN,Oat,CO_350:0000030,Winter survival,Abiotic stress,Percentage of plants in a plot sown in fall that are still growing in spring.,,WS,,Plant,Winter survival,,,CO_350:0000031,Winter survival observation,Estimation,Visual assessement of the percentage of living plants in a plot.,,,CO_350:0000011,percent,Numerical,2,0,100,,,,,,,,,,,
,CO_350:0000171,LodgSev_E_0-5_scale,,Evaluation in trials,Pre-harvest,,,Oat Global,,,EN,Oat,CO_350:0000117,Lodging severity,Abiotic stress,Severity of lodging symptoms observed in a plot: lodged plants do not stand erect.,,LodgSev,,Plant,Lodging severity,,,CO_350:0000118,Lodging severity obervation,Estimation,Visual assessment of the severity of lodging observed in a plot.,,,CO_350:0000120,0-5 lodging severity scale,Ordinal,,0,5,,0= no lodging,5= high degree of lodging,,,,,,,,
,CO_350:0000172,BYDVsev_E_0-9_scale,,Characterization in pedigree nurseries and evaluation in trials,Pre-harvest,,,Oat Global,,,EN,Oat,CO_350:0000084,Barley yellow dwarf virus severity,Biotic stress,Severity of barley yellow dwarf virus symptoms observed in a plot.,,BYDV severity,,Plant,Barley yellow dwarf virus severity,,,CO_350:0000085,Disease severity observation,Estimation,Visual assessment of the severity of disease symptoms observed in a plot.,,,CO_350:0000086,0-9 disease severity scale,Ordinal,,0,9,,,,,,,,,,,
,CO_350:0000173,Crsev_E_0-9_scale,,Characterization in pedigree nurseries and evaluation in trials,Pre-harvest,,,Oat Global,,,EN,Oat,CO_350:0000090,Crown rust severity,Biotic stress,Crown rust severity.,,CrnRst,,Leaf,Crown rust severity,,,CO_350:0000085,Disease severity observation,Estimation,Visual assessment of the severity of disease symptoms observed in a plot.,,,CO_350:0000086,0-9 disease severity scale,Ordinal,,0,9,,,,,,,,,,,
,CO_350:0000174,Lbsev_E_0-9_sevscale,,Characterization in pedigree nurseries and evaluation in trials,Pre-harvest,,,"Oat Global, T3",,,EN,Oat,CO_350:0000096,Leaf blotch severity,Biotic stress,Severity of leaf blotch symptoms observed in a plot.,,Lbsev,,Leaf,Leaf blotch severity,,,CO_350:0000085,Disease severity observation,Estimation,Visual assessment of the severity of disease symptoms observed in a plot.,,,CO_350:0000086,0-9 disease severity scale,Ordinal,,0,9,,,,,,,,,,,
,CO_350:0000175,LodgSev_E_0-9_scale,,Evaluation in trials,Pre-harvest,,,Oat Global,,,EN,Oat,CO_350:0000117,Lodging severity,Abiotic stress,Severity of lodging symptoms observed in a plot: lodged plants do not stand erect.,,LodgSev,,Plant,Lodging severity,,,CO_350:0000118,Lodging severity obervation,Estimation,Visual assessment of the severity of lodging observed in a plot.,,,CO_350:0000119,0-9 lodging severity scale,Ordinal,,0,9,,0= no lodging,9= high degree of lodging,,,,,,,,
,CO_350:0000178,PlntPhnAcc_E_1_to_9,,Evaluation in trials,From GS11,,,GlobalTrials.network,,,EN,Oat,CO_350:0000176,Plant phenotypic acceptability,Agronomic,The plant phenotypic acceptability.,,PlntPhnAcc,,Plant,Phenotypic acceptability,,,CO_350:0000177,Plant phenotypic acceptability estimation,Estimation,Estimate the plant phenotypic acceptability.,,,CO_350:0000142,1 to 9,Ordinal,,1,9,,1= low,9= high,,,,,,,,
,CO_350:0000181,PlntVig_E_1_to_9,,Evaluation in trials,From GS11,,,GlobalTrials.network,,,EN,Oat,CO_350:0000179,Vigor,Agronomic,The plant vigor.,,PlntVig,,Plant,Vigor,,,CO_350:0000180,Vigor estimation,Estimation,Estimate the plot vigour.,,,CO_350:0000142,1 to 9,Ordinal,,1,9,,1= low,9= high,,,,,,,,
,CO_350:0000182,Break_E_1-10_incidence,,Evaluation in trials,Pre-harvest,,,"Oat Global, T3",,,EN,Oat,CO_350:0000003,Breakage incidence,Abiotic stress,Proportion of the stems in a plot that are snapped/broken.,,Break,,Broken stem,incidence,,,CO_350:0000004,Breakage incidence observation,Estimation,Rating based on the proportion of stems in a plot that are broken/snapped.,,,CO_350:0000005,1-10 breakage incidence scale,Ordinal,,1,10,,1= low breakage,10= high breakage,,,,,,,,
,CO_350:0000183,GrCol_E_1-10_colscale,,Characterization in pedigree nurseries,Post-harvest,,,Oat Global,,,EN,Oat,CO_350:0000069,Grain color,Morphological,Color of the hulled grain.,,GrCol,,Grain,Color,,,CO_350:0000070,Grain color observation,Estimation,Visual assessment of the color of the grain.,,,CO_350:0000071,1-10 grain color scale,Ordinal,,1,10,,1= white,2= cream,3= light tan,6= yellow,10= black,,,,,
,CO_350:0000184,GrtCol_E_1-4_colscale,,Characterization in pedigree nurseries,Post-harvest,,,"Oat Global, T3",,,EN,Oat,CO_350:0000072,Groat color,Morphological,Color of the de-hulled grain: the groat.,,GrtCol,,Groat,Color,,,CO_350:0000073,Groat color observation,Estimation,Visual assessement of the color of the groat.,,,CO_350:0000074,1-4 groat color scale,Ordinal,,1,4,,1= light red,2= light brown,3= medium brown,4= dark brown,,,,,,
,CO_350:0000185,AgrSc_C_1-5_scale,,Evaluation in trials,Pre-harvest,,,"Oat Global, T3",,,EN,Oat,CO_350:0000000,Agronomic score,Agronomic,Rating of overall agronomical attributes and health of oat plants in a plot.,,AgrSc,,Plant,agronomic score,,,CO_350:0000001,Agronomic scoring,Computation,Scored based on observance of factors limiting yield.,,,CO_350:0000002,1-5 agronomic score scale,Ordinal,,1,5,,,,,,,,,,,
,CO_350:0000186,Srsev_E_1-5_sevscale,,Characterization in pedigree nurseries and evaluation in trials,Pre-harvest,,,Oat Global,,,EN,Oat,CO_350:0000114,Stem rust severity,Biotic stress,Stem rust severity.,,StmRst,,Stem,Stem rust severity,,,CO_350:0000085,Disease severity observation,Estimation,Visual assessment of the severity of disease symptoms observed in a plot.,,,CO_350:0000116,1-5 disease severity scale,Ordinal,,1,5,,,,,,,,,,,
,CO_350:0000189,AcdTol__E_1-5_Tolerance_scale,,Evaluation in trials,At the event,,,GlobalTrials.network,,,EN,Oat,CO_350:0000187,Acid soil tolerance,Abiotic stress,The plants tolerance to acid soil.,,AcdTol,,Plant,Acid soil tolerance,,,CO_350:0000188,Acid soil tolerance - Estimation,Estimation,Observe the growth of plants per plot/entry in a low pH (acid) soil field and rate the tolerance.,,,CO_350:0000143,1-5 Tolerance scale,Ordinal,,1,5,,1= highly susceptible,2= susceptible,3= intermediate,4= tolerant,5= highly tolerant,,,,,
,CO_350:0000192,ColdTol_E_1-5_Tolerance_scale,,Evaluation in trials,At the event,,,GlobalTrials.network,,,EN,Oat,CO_350:0000190,Cold tolerance,Abiotic stress,The plants tolerance to lower temperatures than the optimum.,"Low temperature tolerance, Cold susceptibility",ColdTol,,Plant,Cold tolerance,,,CO_350:0000191,Cold tolerance - Estimation,Estimation,Observe the growth of plants per plot/entry at temperature lower than the optimum temperature and rate the tolerance.,,,CO_350:0000143,1-5 Tolerance scale,Ordinal,,1,5,,1= highly susceptible,2= susceptible,3= intermediate,4= tolerant,5= highly tolerant,,,,,
,CO_350:0000195,DrouTol_E_1-5_Tolerance_scale,,Evaluation in trials,At the event,,,GlobalTrials.network,,,EN,Oat,CO_350:0000193,Drought stress tolerance,Abiotic stress,The plant tolerance to drought stress.,,DrouTol,,Plant,Drought stress tolerance,,,CO_350:0000194,Drought stress tolerance - Estimation,Estimation,Observe the growth of plants per plot/entry under droughted condition and rate the tolerance.,,,CO_350:0000143,1-5 Tolerance scale,Ordinal,,1,5,,1= highly susceptible,2= susceptible,3= intermediate,4= tolerant,5= highly tolerant,,,,,
,CO_350:0000198,FrostTol_E_1-5_Tolerance_scale,,Evaluation in trials,At the event,,,GlobalTrials.network,,,EN,Oat,CO_350:0000196,Frost tolerance,Abiotic stress,The plant tolerance to frost.,,FrostTol,,Plant,Frost tolerance,,,CO_350:0000197,Frost tolerance - Estimation,Estimation,Observe the growth of plants per plot/entry after a frost event and rate the tolerance.,,,CO_350:0000143,1-5 Tolerance scale,Ordinal,,1,5,,1= highly susceptible,2= susceptible,3= intermediate,4= tolerant,5= highly tolerant,,,,,
,CO_350:0000201,HeatTol_E_1-5_Tolerance_scale,,Evaluation in trials,At the event,,,GlobalTrials.network,,,EN,Oat,CO_350:0000199,Heat tolerance,Abiotic stress,The plants tolerance to heat conditions.,,HeatTol,,Plant,Heat tolerance,,,CO_350:0000200,Heat tolerance - Estimation,Estimation,Observe the growth of plants per plot/entry under heat condition and rate the tolerance.,,,CO_350:0000143,1-5 Tolerance scale,Ordinal,,1,5,,1= highly susceptible,2= susceptible,3= intermediate,4= tolerant,5= highly tolerant,,,,,
,CO_350:0000204,SaltTol_E_1-5_Tolerance_scale,,Evaluation in trials,At the event,,,GlobalTrials.network,,,EN,Oat,CO_350:0000202,Salinity tolerance,Abiotic stress,The plants tolerance to soil salinity.,,SaltTol,,Plant,Salinity tolerance,,,CO_350:0000203,Salinity tolerance - Estimation,Estimation,Observe the growth of plants per plot/entry at the field presenting soil salinity and rate the tolerance.,,,CO_350:0000143,1-5 Tolerance scale,Ordinal,,1,5,,1= highly susceptible,2= susceptible,3= intermediate,4= tolerant,5= highly tolerant,,,,,
,CO_350:0000207,WtrLogTol_E_1-5_Tolerance_scale,,Evaluation in trials,At the event,,,GlobalTrials.network,,,EN,Oat,CO_350:0000205,Waterlogging tolerance,Abiotic stress,The plant tolerance to waterlogging.,,WtrLogTol,,Plant,Waterlogging tolerance,,,CO_350:0000206,Waterlogging tolerance - Estimation,Estimation,Observe the growth of plants per plot/entry after a waterlogging event and rate the tolerance.,,,CO_350:0000143,1-5 Tolerance scale,Ordinal,,1,5,,1= highly susceptible,2= susceptible,3= intermediate,4= tolerant,5= highly tolerant,,,,,
,CO_350:0000211,CnpGrnP_M_1-9_persistence,,Evaluation in trials,From GS61,,,GlobalTrials.network,,,EN,Oat,CO_350:0000208,Canopy green persistence,Agronomic,The relative proportion of the canopy that has not senesced.,,CnpGrnP,,Canopy,Persistence,,,CO_350:0000209,Canopy green persistence measurement,Measurement,Measure the canopy green persistence.,,,CO_350:0000210,1-9 persistence,Ordinal,0,1,9,,0= short persistence,9= long persistence,,,,,,,,
,CO_350:0000212,RelCan_E_1-9_scale,,Evaluation in trials,Canopy closure,,,"Oat Global, T3",,,EN,Oat,CO_350:0000024,Relative canopy development,Phenological,"Relative canopy development, each genotype is rated against the earliest genotypes, when those genotypes have a completely closed canopy.",,RelCan,,Canopy,Relative development,,,CO_350:0000025,Relative canopy development observation,Estimation,Visual assessment of the development of the canopy of a plot relative to genotypes with a closed canopy.,,,CO_350:0000026,1-9 relative canopy development scale,Ordinal,,1,9,,,,,,,,,,,
,CO_350:0000216,CnpSen_M_1-9_senescence,,Evaluation in trials,From GS61,,,GlobalTrials.network,,,EN,Oat,CO_350:0000213,Canopy senescence,Agronomic,The relative proportion of the canopy that has senesced.,,CnpSen,,Canopy,Senescence,,,CO_350:0000214,Canopy senescence measurement,Measurement,Measure the canopy senescence.,,,CO_350:0000215,1-9 senescence,Ordinal,0,1,9,,0= no senescense,9= full senescense,,,,,,,,
,CO_350:0000217,Snap_E_1-9_rating,,Evaluation in trials,Pre-harvest,,,"Oat Global, T3",,,EN,Oat,CO_350:0000027,Snapback,Abiotic stress,"Snapback, or recovery to a vertical position, of the plant after being held at a 45 degree angle.",,Snap,,Plant,Snapback rate,,,CO_350:0000028,Snapback rating,Estimation,"Plants are held at a 45 degree angle and released. The snapback, or recovery to vertical position, is rated.",,,CO_350:0000029,1-9 snapback scale,Ordinal,,1,9,,1= low snapback,9= high snapback,,,,,,,,
,CO_350:0000221,CnpTmp_M_celcius,,Evaluation in trials,From GS11,,,GlobalTrials.network,,,EN,Oat,CO_350:0000218,Canopy temperature,Agronomic,The temerature of the canopy.,,CnpTmp,,Canopy,Temperature,,,CO_350:0000219,Canopy temperature measurement,Measurement,Measure the canopy temperature.,,,CO_350:0000220,celcius,Numerical,2,,,,,,,,,,,,,
,CO_350:0000225,CnpTmpD_M_celcius,,Evaluation in trials,From GS11,,,GlobalTrials.network,,,EN,Oat,CO_350:0000222,Caonpy temperature depression,Agronomic,The difference in temperature between canopy and air.,,CnpTmpD,,Canopy,Temperature,,,CO_350:0000223,Caonpy temperature depression measurement,Measurement,Measure the caonpy temperature depression.,,,CO_350:0000220,celcius,Numerical,2,,,,,,,,,,,,,
,CO_350:0000228,IntNd_M_cm,,Evaluation in trials,From GS11,,,GlobalTrials.network,,,EN,Oat,CO_350:0000226,Internode distance,Morphological,The internode distance .,,IntNd,,Stem,Internode distance,,,CO_350:0000227,Internode distance measurement,Measurement,Measure the internode distance.,,,CO_350:0000023,cm,Numerical,2,0,300,,,,,,,,,,,
,CO_350:0000231,LfLn_M_cm,,Evaluation in trials,From GS11,,,GlobalTrials.network,,,EN,Oat,CO_350:0000229,Leaf length,Morphological,The leaf length.,,LfLn,,Leaf,Chlorophyll,,,CO_350:0000230,Leaf length measurement,Measurement,Measure the leaf length.,,,CO_350:0000023,cm,Numerical,2,0,300,,,,,,,,,,,
,CO_350:0000232,PH_M_cm,,Characterization in pedigree nurseries and evaluation in trials,Grain development,,,"Oat Global, T3",,,EN,Oat,CO_350:0000021,Plant height,Agronomic,Height of plant from ground to top of flag leaf ligule.,,PlntHtLig,,Plant,Height,,,CO_350:0000022,Plant height measurement - panicle,Measurement,Measurement of the height of the whole plant from the soil surface to the tip of the panicle.,,,CO_350:0000023,cm,Numerical,2,0,300,,,,,,,,,,,
,CO_350:0000234,PlntHtLig_M_cm,,Evaluation in trials,From GS31,,,GlobalTrials.network,,,EN,Oat,CO_350:0000021,Plant height,Agronomic,Height of plant from ground to top of flag leaf ligule.,,PlntHtLig,,Plant,Height,,,CO_350:0000233,Plant height measurement - leaf ligule,Measurement,Measure from ground level to the uppermost leaf ligule.,,,CO_350:0000023,cm,Numerical,2,0,300,,,,,,,,,,,
,CO_350:0000237,StmLn_M_cm,,Evaluation in trials,From GS31,,,GlobalTrials.network,,,EN,Oat,CO_350:0000235,Stem length,Morphological,The stem length.,,StmLn,,Stem,Length,,,CO_350:0000236,Stem length measurement,Measurement,Measure the stem length.,,,CO_350:0000023,cm,Numerical,2,0,300,,,,,,,,,,,
,CO_350:0000240,FlwDays_C_days,,Evaluation in trials,From GS10,,,GlobalTrials.network,,,EN,Oat,CO_350:0000238,Flowering time,Phenological,The time when flowering occurs,,FlwDate,,Plant,Flowering,,,CO_350:0000239,Days to flowering computation,Computation,Calculate the days to flowering.,,,CO_350:0000144,days,Numerical,0,,,,,,,,,,,,,
,CO_350:0000242,HdDays_C_days,,Evaluation in trials,From GS10,,,"GlobalTrials.network, T3",,,EN,Oat,CO_350:0000012,Heading time,Phenological,The time when heading occurs.,,HdDays,,Inflorescence,Heading date,,,CO_350:0000241,Days to heading computation,Computation,Calculate the days to heading.,,,CO_350:0000144,days,Numerical,0,,,,,,,,,,,,,
,CO_350:0000244,MatDays_C_days,,Evaluation in trials,From GS10,,,GlobalTrials.network,,,EN,Oat,CO_350:0000018,Maturity time,Phenological,The time when maturity occurs,,MatDays,,Grain,Maturity date,,,CO_350:0000243,Days to maturity computation,Computation,Calculate the days to maturity.,,,CO_350:0000144,days,Numerical,0,,,,,,,,,,,,,
,CO_350:0000245,CRItype_E_0-9_DiseaseInfection,,Characterization in pedigree nurseries and evaluation in trials.,Pre-harvest,,,Oat Global,,,EN,Oat,CO_350:0000087,Crown rust infection type,Biotic stress,A qualitative analysis of the type of crown rust symptoms that are exhibited.,,CRItype,,Plant,Crown rust infection type,,,CO_350:0000088,Disease infection type observation,Estimation,"Visual assessment of the disease reaction. Infection types are limited to: Resistant (R): chlorotic fleck reaction with no sporulation, Moderately resistant (MR): Very small, non- or low-sporulating pustule surrounded by chlorosis, Moderately susceptible (MS): moderate to large pustule surrounded by extensive chlorosis, and, Susceptible (S): large pustule with little or no chlorosis.",,,CO_350:0000089,Disease infection type scale,Nominal,,,,,,,,,,,,,,
,CO_350:0000246,Srinftype_E_DiseaseInfection,,Characterization in pedigree nurseries and evaluation in trials,Pre-harvest,,,Oat Global,,,EN,Oat,CO_350:0000111,Stem rust infection type,Biotic stress,A qualitative analysis of the type of stem rust symptoms that are exhibited.,,Srinftype,,Stem,Stem rust infection type,,,CO_350:0000112,Disease infection type observation.,Estimation,"Visual assessment of the disease reaction. Infection types are limited to: Resistant (R): chlorotic fleck reaction with no sporulation, Moderately resistant (MR): Very small, non- or low-sporulating pustule surrounded by chlorosis, Moderately susceptible (MS): moderate to large pustule surrounded by extensive chlorosis, and, Susceptible (S): large pustule with little or no chlorosis.",,,CO_350:0000089,Disease infection type scale,Nominal,,,,,,,,,,,,,,
,CO_350:0000250,GrtrWght_M_g,,Evaluation in trials,Post-harvest,,,GlobalTrials.network,,,EN,Oat,CO_350:0000247,Groat weight,Quality,Groat weight.,,GrtrWght,,Oat/groat,Weight,,,CO_350:0000248,Groat weight measurement,Measurement,Measure the groat weight.,,,CO_350:0000065,g,Numerical,2,,,,,,,,,,,,,
,CO_350:0000251,100GrW_M_%,,Characterization in pedigree nurseries and evaluation in trials,Post-harvest,,,"Oat Global, T3",,,EN,Oat,CO_350:0000078,Thousand grain weight,Quality,The thousand grain weight.,,TGW,,Oat/groat,Grain weight,,,CO_350:0000079,TGW determination,Measurement,Measurement of the weight of 1000 well-developed whole grains.,,,CO_350:0000065,g,Numerical,2,,,,,,,,,,,,,
,CO_350:0000253,PTGW_M_g,,Evaluation in trials,Post-harvest,,,GlobalTrials.network,,,EN,Oat,CO_350:0000078,Thousand grain weight,Quality,The thousand grain weight.,,TGW,,Oat/groat,Grain weight,,,CO_350:0000252,Thousand grain weight measurement - primary,Measurement,Measure the primary thousand grain weight.,,,CO_350:0000065,g,Numerical,2,,,,,,,,,,,,,
,CO_350:0000255,STGW_M_g,,Evaluation in trials,Post-harvest,,,GlobalTrials.network,,,EN,Oat,CO_350:0000078,Thousand grain weight,Quality,The thousand grain weight.,,TGW,,Oat/groat,Grain weight,,,CO_350:0000254,Thousand grain weight measurement - secondary,Measurement,Measure the secondary thousand grain weight.,,,CO_350:0000065,g,Numerical,2,,,,,,,,,,,,,
,CO_350:0000257,TTGW_M_g,,Evaluation in trials,Post-harvest,,,GlobalTrials.network,,,EN,Oat,CO_350:0000078,Thousand grain weight,Quality,The thousand grain weight.,,TGW,,Oat/groat,Grain weight,,,CO_350:0000256,Thousand grain weight measurement - tertiary,Measurement,Measure the tertiary thousand grain weight.,,,CO_350:0000065,g,Numerical,2,,,,,,,,,,,,,
,CO_350:0000258,UndehulledS_C_g,,Characterization in pedigree nurseries,Post-harvest,,,"Oat Global, T3",,,EN,Oat,CO_350:0000063,Undehulled seed,Quality,Amount of undehulled seed remaining after dehulling.,,UndehulledS,,Undehulled seed,number,,,CO_350:0000064,Undehulled seed determination,Counting,"Amount of undehulled seed remaining after passing a 50 gram sample through a Codema dehuller, under standard conditions, for 90 seconds.",,,CO_350:0000065,g,Numerical,2,,,,,,,,,,,,,
,CO_350:0000259,TstW_M_g/L,,Evaluation in trials,Post-harvest,,,"Oat Global, T3",,,EN,Oat,CO_350:0000075,Test weight,Morphological,A measure of the density or weight per unit volume of a grain at a standardized moisture level.,,TstW,,Grain,Weight,,,CO_350:0000076,Test weight determination,Measurement,,,,CO_350:0000077,g/L,Numerical,,0,3000,,,,,,,,,,,
,CO_350:0000260,GrYie_M_g/m2,,Evaluation in trials,Post-harvest,,,"Oat Global, T3",,,EN,Oat,CO_350:0000006,Grain yield,Agronomic,Total weight of grains harvested per unit area.,,GrYie,,Grain,Yield,,,CO_350:0000007,Grain yield determination,Measurement,Measurement of the total weight of whole grains harvested per unit area.,,,CO_350:0000008,g/m2,Numerical,2,0,2000,,,,,,,,,,,
